UIC;Nom de la gare;adresse postale;Type;Région;Latitude;Longitude
313759;Abancourt;;Gare Ferroviaire de Voyageurs;Picardie;49,68549;1,77386
317362;Abbeville;Place de la gare 80100 ABBEVILLE;Gare Ferroviaire de Voyageurs;Picardie;50,10197;1,82423
545269;Ablon;;Gare Ferroviaire de Voyageurs;Ile de France;48,72511;2,41896
683656;Accolay;;Gare Ferroviaire de Voyageurs;Bourgogne;47,65912;3,71302
386052;Achères Grand Cormier;;Gare Ferroviaire de Voyageurs;Ile de France;48,95535;2,09327
381657;Achères Ville;;Gare Ferroviaire de Voyageurs;Ile de France;48,96934;2,07779
316745;Acheux - Franleu;;Gare Ferroviaire de Voyageurs;Picardie;50,08245;1,65704
342048;Achiet;10 rue de la gare 62121 Achiet-le-Grand;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,13234;2,78046
271460;Aéroport Charles de Gaulle 1;;Gare Ferroviaire de Voyageurs;Ile de France;49,00965;2,55980
271494;Aéroport Charles de Gaulle 2 TGV;BP 35042 Tremblay 95716 Roissy CDG cedex;Gare Ferroviaire de Voyageurs;Ile de France;49,00569;2,57063
757559;Agay;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,43164;6,85666
781278;Agde;Rue de la digue 34300 Agde;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,31754;3,46575
586008;Agen;1 place Rabelais 47000 AGEN;Gare Ferroviaire de Voyageurs;Aquitaine;44,20836;0,62031
595157;Agonac;;Gare Ferroviaire de Voyageurs;Aquitaine;45,28649;0,74857
171702;Aguilcourt - Variscourt;;Gare Ferroviaire de Voyageurs;Picardie;49,40793;3,97299
741421;Aiguebelette le Lac;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,53634;5,81253
741256;Aiguebelle;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,54351;6,30686
734129;Aigueperse;;Gare Ferroviaire de Voyageurs;Auvergne;46,01484;3,19788
775858;Aigues Mortes;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,57112;4,19112
775122;Aigues Vives;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,72672;4,19333
586693;Aiguillon;;Gare Ferroviaire de Voyageurs;Aquitaine;44,29873;0,33517
185629;Aillevillers;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,91356;6,33659
313221;Ailly sur Noye;Rue de la gare 80250 Ailly-sur-Noye;Gare Ferroviaire de Voyageurs;Picardie;49,75458;2,36392
313098;Ailly sur Somme;;Gare Ferroviaire de Voyageurs;Picardie;49,92832;2,20053
775833;Aimargues;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,67857;4,20821
741769;Aime La Plagne;128 avenue de la Gare 73210 Aime;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,55435;6,64860
713636;Aiserey;Avenue de la gare 21110 Aiserey;Gare Ferroviaire de Voyageurs;Bourgogne;47,17011;5,15834
751404;Aix en Provence;Place Gustave Desplaces 13100 Aix-en-Provence;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,52324;5,44412
319012;Aix en Provence TGV;ROUTE DEPARTEMENTALE 9 13592 AIX EN PROVENCE CEDEX 3;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,45527;5,31723
594291;Aix la Marsalouse;;Gare Ferroviaire de Voyageurs;Limousin;45,61402;2,39853
741132;Aix les Bains Le Revard;Boulevard Wilson 73100 AIX LES BAINS;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,68947;5,90893
592667;Aixe sur Vienne;;Gare Ferroviaire de Voyageurs;Limousin;45,79601;1,14686
722744;Alai;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,75174;4,77153
746115;Albens;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,78613;5,94856
313072;Albert;;Gare Ferroviaire de Voyageurs;Picardie;50,00520;2,64312
741645;Albertville;2, place de la gare 73200 Albertville;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,67340;6,38326
615005;Albi;Place Stalingrad  81000 Albi;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,92221;2,13725
615195;Albi Madeleine;Place de la Résistance 81000 Albi;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,93819;2,14080
613398;Albias;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,09198;1,44489
721266;Albigny - Neuville;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,87428;4,83298
444711;Alençon;Place de la Résistance 61000 Alençon;Gare Ferroviaire de Voyageurs;Basse-Normandie;48,43387;0,09904
775288;Alès;Place Pierre Sémard  30100 Alès;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,12813;4,08478
615187;Alet les Bains;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,99722;2,25185
594234;Allassac;1 Avenue de la gare 19240 ALLASSAC;Gare Ferroviaire de Voyageurs;Limousin;45,25929;1,47299
113878;Allée de la Tour Rendez-Vous;;Gare Ferroviaire de Voyageurs;Ile de France;48,89753;2,50680
783654;Allenc;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,54168;3,66423
731885;Alleyras;;Gare Ferroviaire de Voyageurs;Auvergne;44,91837;3,67295
581793;Alouette France;;Gare Ferroviaire de Voyageurs;Aquitaine;44,79330;-0,65986
182238;Altkirch;;Gare Ferroviaire de Voyageurs;Alsace;47,62710;7,23959
172262;Amagne - Lucquy;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,52370;4,47380
592311;Ambazac;;Gare Ferroviaire de Voyageurs;Limousin;45,95260;1,40591
743716;Ambérieu en Bugey;Place de la Gare 01500 Ambérieu;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,95395;5,34246
742031;Ambilly;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,19467;6,22535
574343;Amboise;;Gare Ferroviaire de Voyageurs;Centre;47,42145;0,98112
743146;Ambronay - Priay;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,01159;5,33816
313874;Amiens;47, place Alphonse Fiquet 80017 Amiens;Gare Ferroviaire de Voyageurs;Picardie;49,88993;2,30982
171744;Amifontaine;;Gare Ferroviaire de Voyageurs;Picardie;49,48479;3,91056
394205;Amilly Ouerray;;Gare Ferroviaire de Voyageurs;Centre;48,43813;1,38939
721035;Amplepuis;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,97145;4,32579
481192;Ancenis;Rue de la libération 44150 Ancenis;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,36947;-1,17759
172858;Anchamps;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,93038;4,67163
575332;Anché - Voulon;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,34964;0,25021
192419;Ancy sur Moselle;;Gare Ferroviaire de Voyageurs;Lorraine;49,05727;6,06276
715102;Andelot;;Gare Ferroviaire de Voyageurs;Franche-Comté;46,85967;5,92344
142364;Andilly;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;47,91292;5,50561
381491;Andrésy;;Gare Ferroviaire de Voyageurs;Ile de France;48,97428;2,04836
726406;Andrézieux;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,52168;4,25526
484048;Angers Maître École;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,46691;-0,53255
484006;Angers Saint-Laud;1, esplanade de la gare 49100 ANGERS;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,46444;-0,55694
543090;Angerville;;Gare Ferroviaire de Voyageurs;Ile de France;48,31141;2,00373
583005;Angoulême;4, place de la gare 16022 ANGOULEME CEDEX;Gare Ferroviaire de Voyageurs;Poitou-Charentes;45,65394;0,16453
485102;Angoulins sur Mer;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,10790;-1,11562
296566;Anizy - Pinon;;Gare Ferroviaire de Voyageurs;Picardie;49,49587;3,44843
286856;Annappes;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,62293;3,14475
746008;Annecy;place de la gare 74000 ANNECY;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,90273;6,12255
745497;Annemasse;Place de la Gare 74100 Annemasse;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,19963;6,23677
295055;Anor;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;49,98502;4,09303
721324;Anse;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,93950;4,71974
287219;Anstaing;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,60388;3,19348
757567;Anthéor Cap Roux;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,43514;6,89216
757674;Antibes;Place Pierre Sémard 06600 Antibes;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,58588;7,11942
317255;Anvin;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,44570;2,25859
191387;Anzeling;;Gare Ferroviaire de Voyageurs;Lorraine;49,26240;6,45953
191643;Apach;;Gare Ferroviaire de Voyageurs;Lorraine;49,45862;6,37249
296459;Appilly;;Gare Ferroviaire de Voyageurs;Picardie;49,58047;3,12113
582726;Arbanats;;Gare Ferroviaire de Voyageurs;Aquitaine;44,67440;-0,39565
718155;Arbois;;Gare Ferroviaire de Voyageurs;Franche-Comté;46,91247;5,76477
718841;Arc et Senans;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,03018;5,77710
582668;Arcachon;Bd du Général Leclerc 33120 Arcachon;Gare Ferroviaire de Voyageurs;Aquitaine;44,65880;-1,16535
144410;Arches;;Gare Ferroviaire de Voyageurs;Lorraine;48,12035;6,52683
683680;Arcy sur Cure;;Gare Ferroviaire de Voyageurs;Bourgogne;47,60088;3,76689
671479;Arengosse;;Gare Ferroviaire de Voyageurs;Aquitaine;44,00673;-0,80947
784231;Argelès sur Mer;Avenue de la Gare 66700 Argelès sur Mer;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,54396;3,02151
444539;Argentan;Place Pierre Sémard 61200 Argentan;Gare Ferroviaire de Voyageurs;Basse-Normandie;48,73847;-0,02571
381848;Argenteuil;;Gare Ferroviaire de Voyageurs;Ile de France;48,94654;2,25778
746859;Argentière;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,98176;6,92616
597120;Argenton sur Creuse;;Gare Ferroviaire de Voyageurs;Centre;46,59260;1,51851
753657;Arles;Avenue Paulin TALABOT 13200 Arles;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,68246;4,63284
345421;Arleux;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,28628;3,12135
286146;Armentières;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,68047;2,87750
396549;Arnage;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,92777;0,19015
281121;Arnèke;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,83174;2,40826
545467;Arpajon;;Gare Ferroviaire de Voyageurs;Ile de France;48,58614;2,24049
342014;Arras;place du Maréchal Foch 62000 ARRAS;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,28671;2,78190
394486;Arrou;;Gare Ferroviaire de Voyageurs;Centre;48,10051;1,12920
192401;Ars sur Moselle;;Gare Ferroviaire de Voyageurs;Lorraine;49,07445;6,07848
543058;Artenay;;Gare Ferroviaire de Voyageurs;Centre;48,08095;1,88303
672212;Artix;Gare SNCF  64170 ARTIX;Gare Ferroviaire de Voyageurs;Aquitaine;43,39205;-0,57055
734251;Arvant;Gare SNCF d'Arvant 43360 Arvant;Gare Ferroviaire de Voyageurs;Auvergne;45,36615;3,31097
286864;Ascq;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,62197;3,15902
381137;Asnières sur Seine;;Gare Ferroviaire de Voyageurs;Ile de France;48,90530;2,28378
763250;Aspres sur Buëch;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;44,51904;5,75470
672162;Assat;;Gare Ferroviaire de Voyageurs;Aquitaine;43,25464;-0,29521
613075;Assier;Boulevard Léon Gambetta  46320 Assier - Le lot;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,67367;1,87073
545251;Athis Mons;;Gare Ferroviaire de Voyageurs;Ile de France;48,71235;2,40310
751750;Aubagne;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,29607;5,56632
594465;Aubazines Saint-Hilaire;;Gare Ferroviaire de Voyageurs;Limousin;45,18177;1,64173
386730;Aubergenville Élisabethville;;Gare Ferroviaire de Voyageurs;Ile de France;48,97187;1,84768
734111;Aubiat;;Gare Ferroviaire de Voyageurs;Auvergne;45,98402;3,16031
491233;Aubie Saint-Antoine;;Gare Ferroviaire de Voyageurs;Aquitaine;45,01507;-0,41969
611764;Aubiet;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,65016;0,78920
396572;Aubigné Racan;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,68669;0,26655
345447;Aubigny au Bac;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,26847;3,15854
342246;Aubigny en Artois;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,35307;2,59286
613224;Aubin;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,52729;2,23902
316604;Aubin Saint-Vaast;Rue du grand pont 62140 Aubin-Saint-Vaast;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,39410;1,97105
191684;Auboué;;Gare Ferroviaire de Voyageurs;Lorraine;49,21631;5,97156
172122;Aubrives;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;50,10360;4,76085
597823;Aubusson;;Gare Ferroviaire de Voyageurs;Limousin;45,96092;2,16050
611749;Auch;Avenue Pierre Mendés France 32000 Auch;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,64739;0,59707
317230;Auchy lès Hesdin;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,39213;2,08842
444059;Audrieu;;Gare Ferroviaire de Voyageurs;Basse-Normandie;49,21610;-0,59646
281428;Audruicq;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,87535;2,07735
194357;Audun le Roman;;Gare Ferroviaire de Voyageurs;Lorraine;49,36646;5,89138
415158;Auffay;;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,71599;1,09820
683607;Augy - Vaux;;Gare Ferroviaire de Voyageurs;Bourgogne;47,76632;3,61100
271411;Aulnay sous Bois;;Gare Ferroviaire de Voyageurs;Ile de France;48,93212;2,49454
295600;Aulnoye Aymeries;Place de la gare 59620 Aulnoye - Aymeries;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,19721;3,84375
313767;Aumale;;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,76476;1,75613
783266;Aumont Aubrac;Place de la Gare 48130 Aumont-Aubrac;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,71675;3,28521
545657;Auneau;;Gare Ferroviaire de Voyageurs;Centre;48,44545;1,77976
476200;Auray;Place Raoul Dautry 56400 Auray;Gare Ferroviaire de Voyageurs;Bretagne;47,68012;-2,99919
726760;Aurec;43110 AUREC SUR LOIRE;Gare Ferroviaire de Voyageurs;Auvergne;45,37116;4,19833
645002;Aurillac;15000 AURILLAC;Gare Ferroviaire de Voyageurs;Auvergne;44,92075;2,43563
611384;Auterive;Boulevard Séverin 31190 Auterive;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,34884;1,46863
694570;Autun;;Gare Ferroviaire de Voyageurs;Bourgogne;46,95526;4,29297
276543;Auvers sur Oise;;Gare Ferroviaire de Voyageurs;Ile de France;49,07092;2,17650
683573;Auxerre Saint-Gervais;6 Rue Paul DOUMER 89000 Auxerre;Gare Ferroviaire de Voyageurs;Bourgogne;47,79753;3,58552
713347;Auxonne;;Gare Ferroviaire de Voyageurs;Bourgogne;47,19221;5,37765
683789;Avallon;;Gare Ferroviaire de Voyageurs;Bourgogne;47,49585;3,91264
171579;Avenay;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,06454;4,04328
543207;Avenue du Président Kennedy;;Gare Ferroviaire de Voyageurs;Ile de France;48,85357;2,27964
381038;Avenue Foch;;Gare Ferroviaire de Voyageurs;Ile de France;48,87140;2,27568
381046;Avenue Henri-Martin;;Gare Ferroviaire de Voyageurs;Ile de France;48,86494;2,27211
295725;Avesnelles;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,11980;3,94605
295733;Avesnes;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,12654;3,93374
765008;Avignon;Boulevard St Roch BP 175 84008 Avignon Cedex;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,94117;4,80633
318964;Avignon TGV;Chemin du Confluent - La Courtine 84008 Avignon;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,92194;4,78581
616011;Avignonet;Gare SNCF 31290 Avignonet Lauragais;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,36390;1,78777
342584;Avion;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,40649;2,83333
576439;Avord;;Gare Ferroviaire de Voyageurs;Centre;47,03485;2,65234
718551;Avoudrey;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,12984;6,43461
448514;Avranches;;Gare Ferroviaire de Voyageurs;Basse-Normandie;48,69042;-1,36997
313296;Avrechy;;Gare Ferroviaire de Voyageurs;Picardie;49,44502;2,41799
611533;Ax les Thermes;Avenue Théophile Delcasse 09110 Ax-les-Thermes;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;42,72503;1,83366
171561;Ay;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,04879;4,00166
437806;Aytré Plage;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,12754;-1,12829
571638;Azay le Rideau;;Gare Ferroviaire de Voyageurs;Centre;47,26701;0,44792
574442;Azay sur Cher;;Gare Ferroviaire de Voyageurs;Centre;47,36519;0,85946
141408;Azerailles;;Gare Ferroviaire de Voyageurs;Lorraine;48,49100;6,69674
141416;Baccarat;;Gare Ferroviaire de Voyageurs;Lorraine;48,45226;6,74405
613604;Bagnac;Rue Saint Géry  46270 Bagnac;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,66516;2,16074
684191;Bagneaux sur Loing;;Gare Ferroviaire de Voyageurs;Ile de France;48,23047;2,70340
783647;Bagnols - Chadenet;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,52832;3,62815
773457;Baillargues;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,65310;4,00667
394411;Bailleau le Pin;;Gare Ferroviaire de Voyageurs;Centre;48,36675;1,32472
286179;Bailleul;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,72900;2,73406
342592;Bailleul Sire Berthoult;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,33476;2,84097
144147;Bains les Bains;;Gare Ferroviaire de Voyageurs;Lorraine;47,98122;6,29519
141531;Bainville;;Gare Ferroviaire de Voyageurs;Lorraine;48,58600;6,09954
286872;Baisieux;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,61860;3,23522
313569;Balagny Saint-Épin;;Gare Ferroviaire de Voyageurs;Picardie;49,29317;2,34536
726869;Balbigny;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,81757;4,18783
571604;Ballan;;Gare Ferroviaire de Voyageurs;Centre;47,33676;0,61809
681437;Ballancourt;;Gare Ferroviaire de Voyageurs;Ile de France;48,53234;2,37137
181073;Ballersdorf;;Gare Ferroviaire de Voyageurs;Alsace;47,61985;7,15515
111864;Balsièges Bourg;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,48228;3,45686
783324;Banassac-La Canourgue;Place de la Gare 48500 Banassac;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,44598;3,19705
755223;Bandol;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,14037;5,74995
474189;Bannalec;;Gare Ferroviaire de Voyageurs;Bretagne;47,92651;-3,70673
784298;Banyuls sur Mer;Avenue de la Gare 66650 Banyuls sur Mer;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,48262;3,12441
175042;Bar le Duc;Place de la république 55000 Bar le Duc;Gare Ferroviaire de Voyageurs;Lorraine;48,77317;5,16781
118299;Bar sur Aube;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;48,23852;4,70688
615757;Baraqueville Carcenac Peyralès;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,27024;2,42726
411264;Barentin;;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,55017;0,95331
297291;Barenton Bugny;;Gare Ferroviaire de Voyageurs;Picardie;49,63068;3,65560
783563;Barjac;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,49936;3,41057
192658;Baroncourt;;Gare Ferroviaire de Voyageurs;Lorraine;49,28449;5,69970
214247;Barr;;Gare Ferroviaire de Voyageurs;Alsace;48,40305;7,45691
582759;Barsac;;Gare Ferroviaire de Voyageurs;Aquitaine;44,60414;-0,32061
592188;Barsanges;;Gare Ferroviaire de Voyageurs;Limousin;45,56600;2,01882
182113;Bartenheim;;Gare Ferroviaire de Voyageurs;Alsace;47,63478;7,48767
184200;Bas Évette;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,68086;6,80692
726778;Bas Monistrol;43210 BAS EN BASSET;Gare Ferroviaire de Voyageurs;Auvergne;45,29797;4,13958
191601;Basse Ham;;Gare Ferroviaire de Voyageurs;Lorraine;49,38053;6,23495
581850;Bassens;;Gare Ferroviaire de Voyageurs;Aquitaine;44,90131;-0,52239
481770;Batz sur Mer;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,28091;-2,47941
574152;Baule;;Gare Ferroviaire de Voyageurs;Centre;47,81149;1,66784
718460;Baume les Dames;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,35405;6,35912
345280;Bauvin - Provin;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,51163;2,90502
175133;Bayard;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;48,55152;5,07628
444067;Bayeux;Place de la gare 14400 Bayeux;Gare Ferroviaire de Voyageurs;Basse-Normandie;49,26945;-0,69731
141218;Bayon;;Gare Ferroviaire de Voyageurs;Lorraine;48,46765;6,32219
673004;Bayonne;Place PEREIRE 64100 BAYONNE;Gare Ferroviaire de Voyageurs;Aquitaine;43,49702;-1,47019
171462;Bazancourt;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,36113;4,17416
611723;Baziège;Route de Toulouse 31450 Baziège;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,45318;1,62123
171348;Bazoches;;Gare Ferroviaire de Voyageurs;Picardie;49,30523;3,61422
696468;Béard;;Gare Ferroviaire de Voyageurs;Bourgogne;46,86504;3,31787
317610;Beau Marais;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,94553;1,89980
775023;Beaucaire;Gare de Beaucaire  30300 Beaucaire;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,80215;4,64741
574160;Beaugency;;Gare Ferroviaire de Voyageurs;Centre;47,77825;1,62571
756379;Beaulieu sur Mer;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,70679;7,33179
387183;Beaumont le Roger;PLACE DE LA GARE 27170 Beaumont-le-Roger;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,07442;0,77228
713545;Beaune;Avenue 8 Septembre 21200 Beaune;Gare Ferroviaire de Voyageurs;Bourgogne;47,02303;4,84873
317198;Beaurainville;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,42263;1,89542
582700;Beautiran;;Gare Ferroviaire de Voyageurs;Aquitaine;44,70139;-0,45090
313510;Beauvais;;Gare Ferroviaire de Voyageurs;Picardie;49,42623;2,08794
485342;Beauvoir sur Niort;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,17670;-0,46915
775809;Beauvoisin;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,72494;4,32205
726794;Beauzac;;Gare Ferroviaire de Voyageurs;Auvergne;45,23567;4,09426
382002;Bécon les Bruyères;;Gare Ferroviaire de Voyageurs;Ile de France;48,90583;2,26831
781609;Bédarieux;Avenue Jean Jaurès 34600 Bédarieux;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,60507;3,14761
765198;Bédarrides;Avenue de la Gare 84370 Bédarrides;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;44,04274;4,89372
672774;Bedous;;Gare Ferroviaire de Voyageurs;Aquitaine;43,00056;-0,60111
581801;Bègles;;Gare Ferroviaire de Voyageurs;Aquitaine;44,79978;-0,55533
491076;Beillant;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;45,70096;-0,52729
212423;Beinheim;;Gare Ferroviaire de Voyageurs;Alsace;48,87411;8,07885
184002;Belfort;6, Avenue Wilson 90000 BELFORT;Gare Ferroviaire de Voyageurs;Franche-Comté;47,63251;6,85414
592485;Bellac;;Gare Ferroviaire de Voyageurs;Limousin;46,12556;1,04633
473165;Belle Isle Bégard;;Gare Ferroviaire de Voyageurs;Bretagne;48,59335;-3,32310
745000;Bellegarde;Rue Favre & Perreard 01200 Bellegarde s/ Valserine;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,11006;5,82360
641068;Bellenaves;;Gare Ferroviaire de Voyageurs;Auvergne;46,19954;3,06660
141804;Belleville;;Gare Ferroviaire de Voyageurs;Lorraine;48,81945;6,10171
486142;Belleville (Vendée);;Gare Ferroviaire de Voyageurs;Pays de la Loire;46,78826;-1,43463
721357;Belleville sur Saône;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,11175;4,72859
393116;Bellevue;;Gare Ferroviaire de Voyageurs;Ile de France;48,81877;2,23010
743526;Bellignat;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,23879;5,63017
276550;Belloy Saint-Martin;;Gare Ferroviaire de Voyageurs;Ile de France;49,09833;2,36124
595876;Belvès;;Gare Ferroviaire de Voyageurs;Aquitaine;44,77730;1,01190
783670;Belvezet;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,56186;3,75189
476408;Belz - Ploemel;;Gare Ferroviaire de Voyageurs;Bretagne;47,65250;-3,07222
784892;Béna Fanès;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,45797;1,91803
673285;Bénesse Maremne;;Gare Ferroviaire de Voyageurs;Aquitaine;43,62761;-1,37029
192302;Bénestroff;rue de la gare 57670 Benestroff;Gare Ferroviaire de Voyageurs;Lorraine;48,90622;6,75063
214122;Benfeld;;Gare Ferroviaire de Voyageurs;Alsace;48,37380;7,58438
576447;Bengy;;Gare Ferroviaire de Voyageurs;Centre;47,00009;2,74970
193250;Béning;;Gare Ferroviaire de Voyageurs;Lorraine;49,13814;6,82789
584268;Bergerac;Avenue du 108ème Régiment d'Infanterie 24100 Bergerac;Gare Ferroviaire de Voyageurs;Aquitaine;44,85728;0,48877
281105;Bergues;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,96846;2,42577
295808;Berlaimont;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,19768;3,81062
444299;Bernay;4 Bd Dubus 27300 Bernay;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,08699;0,59573
753228;Berre;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,50088;5,17891
592352;Bersac;;Gare Ferroviaire de Voyageurs;Limousin;46,08370;1,43203
215335;Berthelming;Place de la gare 57930 Berthelming;Gare Ferroviaire de Voyageurs;Lorraine;48,81082;7,00654
141424;Bertrichamps;;Gare Ferroviaire de Voyageurs;Lorraine;48,42849;6,79128
345553;Bertry;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,09099;3,44899
