UIC;Nom de la gare;adresse postale;Type;Région;Latitude;Longitude
543041;Chevilly;;Gare Ferroviaire de Voyageurs;Centre;48,02667;1,87911
184259;Chèvremont;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,62166;6,92074
276311;Chevrières;;Gare Ferroviaire de Voyageurs;Picardie;49,33727;2,68293
116574;Chézy sur Marne;;Gare Ferroviaire de Voyageurs;Picardie;48,99189;3,36438
393637;Chilly-Mazarin;;Gare Ferroviaire de Voyageurs;Ile de France;48,69997;2,30952
741116;Chindrieux;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,80331;5,84668
571687;Chinon;;Gare Ferroviaire de Voyageurs;Centre;47,16306;0,25205
783290;Chirac;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;44,52288;3,26450
574848;Chissay en Touraine;;Gare Ferroviaire de Voyageurs;Centre;47,33499;1,13485
342220;Chocques;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,53820;2,56493
272062;Choisy au Bac;;Gare Ferroviaire de Voyageurs;Picardie;49,44232;2,86228
545285;Choisy le Roi;;Gare Ferroviaire de Voyageurs;Ile de France;48,76400;2,41118
484303;Cholet;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,06631;-0,87047
763425;Chorges;Pré du Pin 05230 Chorges;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;44,54571;6,27207
574301;Chouzy;;Gare Ferroviaire de Voyageurs;Centre;47,52052;1,24799
571836;Cinq-Mars;;Gare Ferroviaire de Voyageurs;Centre;47,34480;0,46008
611376;Cintegabelle;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,30537;1,52050
313551;Cires lès Mello;;Gare Ferroviaire de Voyageurs;Picardie;49,27039;2,36034
694646;Ciry le Noble;;Gare Ferroviaire de Voyageurs;Bourgogne;46,60439;4,30070
721746;Civrieux-d'Azergues;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,86009;4,71908
743344;Cize-Bolozon;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,21357;5,45386
296178;Clacy-Mons;;Gare Ferroviaire de Voyageurs;Picardie;49,54358;3,57638
391565;Clamart;;Gare Ferroviaire de Voyageurs;Ile de France;48,81417;2,27419
696807;Clamecy;;Gare Ferroviaire de Voyageurs;Bourgogne;47,46705;3,52058
747626;Clelles-Mens;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;44,82702;5,60472
411819;Clères;;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,59955;1,10645
175737;Clermont en Argonne;;Gare Ferroviaire de Voyageurs;Lorraine;49,10660;5,06526
396895;Clermont La Rotonde;63000 Clermont-Ferrand;Gare Ferroviaire de Voyageurs;Auvergne;45,76798;3,09020
313304;Clermont-de-l'Oise;Rue des déportés 60600 Clermont-de-l'Oise;Gare Ferroviaire de Voyageurs;Picardie;49,38545;2,41752
734004;Clermont-Ferrand;46, avenue de l'Union Soviétique 63000 Clermont Ferrand;Gare Ferroviaire de Voyageurs;Auvergne;45,77857;3,10052
782607;Clermont-La Pardieu;Rue Jean Claret 63000 Clermont-Ferrand;Gare Ferroviaire de Voyageurs;Auvergne;45,76785;3,13264
184622;Clerval;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,39637;6,49221
381129;Clichy-Levallois;;Gare Ferroviaire de Voyageurs;Ile de France;48,89771;2,29727
491134;Clion sur Seugne;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;45,47850;-0,50210
481440;Clisson;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,08585;-1,28675
574509;Cloyes;;Gare Ferroviaire de Voyageurs;Centre;47,99225;1,24340
746370;Cluses;Place des anciens combattants de l'AFN 74300 Cluses;Gare Ferroviaire de Voyageurs;Rhône-Alpes;46,06148;6,58277
672139;Coarraze-Nay;Avenue de la gare  64800 Coarraze-Nay;Gare Ferroviaire de Voyageurs;Aquitaine;43,18178;-0,24181
473579;Coat-Guégan;;Gare Ferroviaire de Voyageurs;Bretagne;48,48044;-3,27372
287243;Cobrieux;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,53809;3,21956
491449;Cognac;Place de la gare  16100 Cognac;Gare Ferroviaire de Voyageurs;Poitou-Charentes;45,68446;-0,32616
393272;Coignières;;Gare Ferroviaire de Voyageurs;Ile de France;48,74403;1,92181
784256;Collioure;Avenue Aristide Maillol 66190 Collioure;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,52306;3,08302
713321;Collonges (Côte-d'Or);;Gare Ferroviaire de Voyageurs;Bourgogne;47,22086;5,26615
721225;Collonges-Fontaines;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,82884;4,84636
182014;Colmar;9 place de la gare 68000  Colmar;Gare Ferroviaire de Voyageurs;Alsace;48,07320;7,34697
181222;Colmar Saint-Joseph;;Gare Ferroviaire de Voyageurs;Alsace;48,08211;7,34377
402297;Colmar-Mésanges;;Gare Ferroviaire de Voyageurs;Alsace;48,08576;7,33399
381087;Colombes;;Gare Ferroviaire de Voyageurs;Ile de France;48,92389;2,25916
184556;Colombier-Fontaine;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,45560;6,68932
611467;Colomiers;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,60327;1,33411
611921;Colomiers-Lycée-International;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,61643;1,31393
144386;Colroy-Lubine;;Gare Ferroviaire de Voyageurs;Lorraine;48,31464;7,13088
478057;Combourg;;Gare Ferroviaire de Voyageurs;Bretagne;48,41598;-1,72754
682146;Combs la Ville-Quincy;;Gare Ferroviaire de Voyageurs;Ile de France;48,66746;2,54797
286260;Comines-France;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,76111;3,01013
641415;Commentry;03600 COMMENTRY;Gare Ferroviaire de Voyageurs;Auvergne;46,29550;2,74178
175257;Commercy;;Gare Ferroviaire de Voyageurs;Lorraine;48,76575;5,58892
272047;Compans;;Gare Ferroviaire de Voyageurs;Ile de France;48,99160;2,66521
276691;Compiègne;Place de la gare 60200 Compiègne;Gare Ferroviaire de Voyageurs;Picardie;49,42273;2,82445
387159;Conches;rue Pierre Mendès France 27190 Conches en ouche;Gare Ferroviaire de Voyageurs;Haute-Normandie;48,96234;0,93897
594382;Condat le Lardin;Rue de la gare 24570 LE LARDIN ST LAZARE;Gare Ferroviaire de Voyageurs;Aquitaine;45,12671;1,22665
394288;Condé sur Huisne;;Gare Ferroviaire de Voyageurs;Basse-Normandie;48,38351;0,84897
514604;Conflans-Fin-d'Oise;;Gare Ferroviaire de Voyageurs;Ile de France;48,98831;2,07468
192666;Conflans-Jarny;;Gare Ferroviaire de Voyageurs;Lorraine;49,16666;5,86811
381897;Conflans-Sainte-Honorine;;Gare Ferroviaire de Voyageurs;Ile de France;48,99678;2,09880
396218;Conlie;;Gare Ferroviaire de Voyageurs;Pays de la Loire;48,12716;-0,01107
396309;Connerré-Beillé;;Gare Ferroviaire de Voyageurs;Pays de la Loire;48,07413;0,48764
144287;Contrexéville;;Gare Ferroviaire de Voyageurs;Lorraine;48,17928;5,88997
345116;Corbehem;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,34340;3,04112
681007;Corbeil-Essonnes;;Gare Ferroviaire de Voyageurs;Ile de France;48,61464;2,47399
313056;Corbie;;Gare Ferroviaire de Voyageurs;Picardie;49,91199;2,50005
696617;Corbigny;;Gare Ferroviaire de Voyageurs;Bourgogne;47,25452;3,67740
144196;Corcieux-Vanémont;;Gare Ferroviaire de Voyageurs;Lorraine;48,19841;6,87750
272286;Corcy;;Gare Ferroviaire de Voyageurs;Picardie;49,25536;3,21605
481820;Cordemais;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,30202;-1,84617
694547;Cordesse-Igornay;;Gare Ferroviaire de Voyageurs;Bourgogne;47,05115;4,34297
613802;Cordes-Vindrac;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,06701;1,89999
713537;Corgoloin;;Gare Ferroviaire de Voyageurs;Bourgogne;47,08425;4,91721
381863;Cormeilles en Parisis;;Gare Ferroviaire de Voyageurs;Ile de France;48,96852;2,19345
571430;Cormery;;Gare Ferroviaire de Voyageurs;Centre;47,26236;0,83383
594481;Cornil;;Gare Ferroviaire de Voyageurs;Limousin;45,21528;1,69742
345132;Coron-de-Méricourt;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,41490;2,88478
471326;Corps-Nuds;;Gare Ferroviaire de Voyageurs;Bretagne;47,98562;-1,57547
594119;Corrèze;Gare SNCF  19800 Corrèze;Gare Ferroviaire de Voyageurs;Limousin;45,32934;1,88039
478180;Corseul-Languenan;;Gare Ferroviaire de Voyageurs;Bretagne;48,49601;-2,14141
696146;Cosne sur Loire;Place de la Gare  58200 Cosne sur Loire;Gare Ferroviaire de Voyageurs;Bourgogne;47,41399;2,93204
171769;Coucy les Eppes;;Gare Ferroviaire de Voyageurs;Picardie;49,55563;3,77588
281402;Coudekerque-Branche;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;51,01886;2,37482
681635;Coudray-Montceaux;;Gare Ferroviaire de Voyageurs;Ile de France;48,56622;2,49227
481804;Couéron;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,22217;-1,72469
615120;Couffoulens-Leuc;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,15518;2,31694
116731;Couilly Saint-Germain;;Gare Ferroviaire de Voyageurs;Ile de France;48,88281;2,85426
615203;Couiza-Montazels;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,94260;2,24834
696831;Coulanges sur Yonne;;Gare Ferroviaire de Voyageurs;Bourgogne;47,52681;3,54682
444232;Couliboeuf;;Gare Ferroviaire de Voyageurs;Basse-Normandie;48,92359;-0,09849
116301;Coulommiers;;Gare Ferroviaire de Voyageurs;Ile de France;48,80765;3,08182
382200;Courbevoie;;Gare Ferroviaire de Voyageurs;Ile de France;48,89786;2,24778
571448;Courcay-Tauxigny;;Gare Ferroviaire de Voyageurs;Centre;47,23783;0,86763
342063;Courcelles le Comte;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,16876;2,78775
192211;Courcelles sur Nied;;Gare Ferroviaire de Voyageurs;Lorraine;49,06352;6,31099
171710;Courcy-Brimont;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,32916;4,01496
281337;Courghain;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,99691;2,29306
781161;Coursan;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;43,23355;3,05068
394494;Courtalain Saint-Pellerin;;Gare Ferroviaire de Voyageurs;Centre;48,07369;1,12660
765180;Courthézon;Avenue de la Gare 84350 Courthézon;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;44,09031;4,88843
394221;Courville sur Eure;;Gare Ferroviaire de Voyageurs;Centre;48,45157;1,23482
718270;Cousance;;Gare Ferroviaire de Voyageurs;Franche-Comté;46,53514;5,38686
592840;Coussac-Bonneval;;Gare Ferroviaire de Voyageurs;Limousin;45,50797;1,31028
447110;Coutances;;Gare Ferroviaire de Voyageurs;Basse-Normandie;49,04281;-1,44127
584516;Coutras;Place du 8 mai 33230 Coutras;Gare Ferroviaire de Voyageurs;Aquitaine;45,03668;-0,13141
584425;Couze;;Gare Ferroviaire de Voyageurs;Aquitaine;44,83663;0,70290
721241;Couzon au Mont-d'Or;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,84843;4,82913
313544;Cramoisy;;Gare Ferroviaire de Voyageurs;Picardie;49,25635;2,40548
613232;Cransac;Rue Anatole France 12110 Cransac;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,52297;2,27117
683649;Cravant-Bazarnes;;Gare Ferroviaire de Voyageurs;Bourgogne;47,67981;3,68089
725713;Crêches sur Saône;;Gare Ferroviaire de Voyageurs;Bourgogne;46,24608;4,78406
116772;Crécy en Brie-La Chapelle;;Gare Ferroviaire de Voyageurs;Ile de France;48,85966;2,90564
276006;Creil;Place Charles De Gaulle 60100 CREIL;Gare Ferroviaire de Voyageurs;Picardie;49,26335;2,46784
723502;Crépieux la Pape;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,80370;4,89265
271593;Crépy en Valois;Place de la gare 60800 Crépy-en-Valois;Gare Ferroviaire de Voyageurs;Picardie;49,23122;2,88844
296152;Crépy-Couvron;;Gare Ferroviaire de Voyageurs;Picardie;49,62352;3,51666
761783;Crest;5 Boulevard du 6 juin 1944  26400 Crest;Gare Ferroviaire de Voyageurs;Rhône-Alpes;44,72982;5,01621
584391;Creysse-Mouleydier;;Gare Ferroviaire de Voyageurs;Aquitaine;44,85563;0,58144
396226;Crissé;;Gare Ferroviaire de Voyageurs;Pays de la Loire;48,16752;-0,06510
672600;Croix du Prince;;Gare Ferroviaire de Voyageurs;Aquitaine;43,28597;-0,37924
582437;Croix-d'Hins;;Gare Ferroviaire de Voyageurs;Aquitaine;44,70967;-0,81591
281055;Croix-l'Allumette;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,68651;3,15068
753491;Croix-Sainte;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,40873;5,01973
286716;Croix-Wasquehal;Rue Denis Papin 59170 Wasquehal;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,67858;3,13773
756338;Cros-de-Cagnes;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,66025;7,16622
271874;Crouy;;Gare Ferroviaire de Voyageurs;Picardie;49,40381;3,35670
116640;Crouy sur Ourcq;Rue du Houssoy 77840 Crouy-sur-Ourcq;Gare Ferroviaire de Voyageurs;Ile de France;49,09155;3,06290
491266;Cubzac les Ponts;;Gare Ferroviaire de Voyageurs;Aquitaine;44,97295;-0,45923
755355;Cuers-Pierrefeu;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,23773;6,08604
481457;Cugand la Bernardière;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,05769;-1,25170
342410;Cuinchy;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,52207;2,74521
142125;Culmont-Chalindrey;Rue de la gare 52600 Chalindrey;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;47,80974;5,44302
741074;Culoz;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,84276;5,77849
286781;Cysoing;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,56058;3,21130
214551;Dachstein;;Gare Ferroviaire de Voyageurs;Alsace;48,54273;7,53269
214213;Dambach la Ville;;Gare Ferroviaire de Voyageurs;Alsace;48,32120;7,43551
142497;Damblain;;Gare Ferroviaire de Voyageurs;Lorraine;48,09365;5,65631
615484;Damiatte Saint-Paul;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,65623;1,97431
271536;Dammartin-Juilly Saint-Mard;1 place de la gare 77230 Saint-Mard;Gare Ferroviaire de Voyageurs;Ile de France;49,03245;2,69951
575126;Dangé;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,93782;0,60878
182253;Dannemarie;;Gare Ferroviaire de Voyageurs;Alsace;47,62741;7,12390
718312;Dannemarie-Velesmes;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,20376;5,87362
317081;Dannes-Camiers;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,57621;1,61484
315044;Daours;;Gare Ferroviaire de Voyageurs;Picardie;49,89905;2,45884
721449;Dardilly le Jubin;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,81457;4,76167
721480;Dardilly les Mouilles;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,79590;4,76002
734673;Darsac;;Gare Ferroviaire de Voyageurs;Auvergne;45,14231;3,73615
673202;Dax;avenue de la gare 40100 DAX;Gare Ferroviaire de Voyageurs;Aquitaine;43,72081;-1,05051
696484;Decize;Place St Thibault 58300 Decize;Gare Ferroviaire de Voyageurs;Bourgogne;46,83745;3,46752
613174;Dégagnac;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;44,65350;1,34016
718429;Deluz;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,29287;6,19995
343459;Denain;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,33479;3,38810
297143;Dercy-Froidmont;;Gare Ferroviaire de Voyageurs;Picardie;49,70273;3,69204
212183;Dettwiller;;Gare Ferroviaire de Voyageurs;Alsace;48,75170;7,46539
276345;Deuil-Montmagny;;Gare Ferroviaire de Voyageurs;Ile de France;48,97561;2,33778
287185;Deûlémont;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,71643;2,99380
172064;Deville;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,87955;4,70702
141648;Diarville;;Gare Ferroviaire de Voyageurs;Lorraine;48,39783;6,12632
761841;Die;Place Pierre Semard 26150 Die;Gare Ferroviaire de Voyageurs;Rhône-Alpes;44,75813;5,36294
215665;Diemeringen;;Gare Ferroviaire de Voyageurs;Alsace;48,94100;7,18478
415018;Dieppe;Bd G. Clémenceau 76200 Dieppe;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,91679;1,08117
141812;Dieulouard;;Gare Ferroviaire de Voyageurs;Lorraine;48,84367;6,07129
611681;Dieupentale;;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,86526;1,27601
694695;Digoin;;Gare Ferroviaire de Voyageurs;Bourgogne;46,48547;3,99296
713008;Dijon-Porte-Neuve;;Gare Ferroviaire de Voyageurs;Bourgogne;47,32309;5,05516
713040;Dijon-Ville;31, cour de la gare 21000 Dijon;Gare Ferroviaire de Voyageurs;Bourgogne;47,32350;5,02588
478164;Dinan;;Gare Ferroviaire de Voyageurs;Bretagne;48,45697;-2,05298
478040;Dingé;;Gare Ferroviaire de Voyageurs;Bretagne;48,35013;-1,68583
696435;Diou (Allier);;Gare Ferroviaire de Voyageurs;Auvergne;46,53074;3,75250
474015;Dirinon;;Gare Ferroviaire de Voyageurs;Bretagne;48,39260;-4,28559
575191;Dissay (Vienne);;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,70374;0,42113
191320;Distroff;;Gare Ferroviaire de Voyageurs;Lorraine;49,33512;6,26022
337378;Dives sur Mer-Port-Guillaume;;Gare Ferroviaire de Voyageurs;Basse-Normandie;49,28920;-0,10407
444414;Dives-Cabourg;;Gare Ferroviaire de Voyageurs;Basse-Normandie;49,28236;-0,10986
144030;Docelles-Cheniménil;;Gare Ferroviaire de Voyageurs;Lorraine;48,14334;6,61017
478073;Dol;Avenue Aristide Briand 35120 Dol de Bretagne;Gare Ferroviaire de Voyageurs;Bretagne;48,54298;-1,75046
713412;Dole-Ville;rue Aristide Briand 39100 Dole;Gare Ferroviaire de Voyageurs;Franche-Comté;47,09641;5,48797
141119;Dombasle sur Meurthe;;Gare Ferroviaire de Voyageurs;Lorraine;48,62335;6,34354
718213;Domblans-Voiteur;;Gare Ferroviaire de Voyageurs;Franche-Comté;46,76106;5,59763
396200;Domfront (Sarthe);;Gare Ferroviaire de Voyageurs;Pays de la Loire;48,10776;0,02602
721738;Dommartin-Lissieu;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,84690;4,73196
316109;Dommartin-Remiencourt;;Gare Ferroviaire de Voyageurs;Picardie;49,79799;2,39189
276436;Domont;;Gare Ferroviaire de Voyageurs;Ile de France;49,03288;2,33785
295774;Dompierre (Nord);;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,14621;3,87139
696427;Dompierre-Sept-Fons;;Gare Ferroviaire de Voyageurs;Auvergne;46,52643;3,67544
172239;Donchery;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,69813;4,87458
481721;Donges;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,30884;-2,07253
142273;Donjeux;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;48,36593;5,14842
286435;Don-Sainghin;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,55189;2,91415
764290;Donzère;Avenue de la Gare 26290 Donzère;Gare Ferroviaire de Voyageurs;Rhône-Alpes;44,44276;4,70454
684233;Dordives;;Gare Ferroviaire de Voyageurs;Centre;48,14765;2,76253
214338;Dorlisheim;;Gare Ferroviaire de Voyageurs;Alsace;48,52429;7,49283
171512;Dormans;;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,07925;3,64174
345009;Douai;Place de la Gare 59500 DOUAI;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,37329;3,09077
545525;Dourdan;Avenue du Docteur Jules Bals 91410 Dourdan;Gare Ferroviaire de Voyageurs;Ile de France;48,53354;2,01016
540179;Dourdan la Forêt;;Gare Ferroviaire de Voyageurs;Ile de France;48,53556;1,99694
345165;Dourges;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,43153;2,98579
595280;Douzillac;;Gare Ferroviaire de Voyageurs;Aquitaine;45,07936;0,41703
271403;Drancy;;Gare Ferroviaire de Voyageurs;Ile de France;48,93252;2,45561
756775;Drap-Cantaron;;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;43,75962;7,31681
476770;Dreffeac;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,48182;-2,05032
316075;Dreuil lès Amiens;;Gare Ferroviaire de Voyageurs;Picardie;49,91514;2,22810
393488;Dreux;Place Pierre Sémard 28100 DREUX;Gare Ferroviaire de Voyageurs;Centre;48,73122;1,37065
212357;Drusenheim;;Gare Ferroviaire de Voyageurs;Alsace;48,76590;7,94738
571612;Druye;;Gare Ferroviaire de Voyageurs;Centre;47,30680;0,53547
281006;Dunkerque;Place de la gare 59140 Dunkerque;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;51,03464;2,36454
214536;Duppigheim;;Gare Ferroviaire de Voyageurs;Alsace;48,54405;7,58708
641449;Durtol-Nohanent;;Gare Ferroviaire de Voyageurs;Auvergne;45,79542;3,04883
214544;Duttlenheim;;Gare Ferroviaire de Voyageurs;Alsace;48,54559;7,56563
281469;Ebblinghem;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,73086;2,40881
214106;Ebersheim;;Gare Ferroviaire de Voyageurs;Alsace;48,30881;7,49271
191379;Ebersviller;;Gare Ferroviaire de Voyageurs;Lorraine;49,27482;6,41135
725895;Echirolles;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,15313;5,71913
396564;Écommoy;La Gare 72220 Ecommoy;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,82401;0,26940
444547;Écouché;;Gare Ferroviaire de Voyageurs;Basse-Normandie;48,71494;-0,12113
276394;Écouen-Ézanville;;Gare Ferroviaire de Voyageurs;Ile de France;49,02276;2,36290
484113;Écouflant;;Gare Ferroviaire de Voyageurs;Pays de la Loire;47,50387;-0,51962
721506;Écully la Demi-Lune;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,76596;4,77969
594168;Égletons;Gare SNCF  19300  EGLETONS;Gare Ferroviaire de Voyageurs;Limousin;45,40232;2,06515
545475;Égly;;Gare Ferroviaire de Voyageurs;Ile de France;48,58241;2,22221
597153;Éguzon;;Gare Ferroviaire de Voyageurs;Centre;46,44043;1,55203
214239;Eichhoffen;;Gare Ferroviaire de Voyageurs;Alsace;48,38231;7,44986
141200;Einvaux;;Gare Ferroviaire de Voyageurs;Lorraine;48,50311;6,39275
411173;Elbeuf Saint-Aubin;rue de général De Gaulle 76500 St Aubin les Elbeuf;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,30348;1,00926
784207;Elne;1 Av Pierre Sémard  66200 Elne;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,59736;2,96353
144436;Éloyes;;Gare Ferroviaire de Voyageurs;Lorraine;48,08623;6,60032
763466;Embrun;Avenue de Verdun 05200 Embrun;Gare Ferroviaire de Voyageurs;Provence-Alpes-CA;44,56686;6,49626
116046;Émerainville-Pontault-Combault;;Gare Ferroviaire de Voyageurs;Ile de France;48,80666;2,61740
193805;Enchenberg;;Gare Ferroviaire de Voyageurs;Lorraine;49,01604;7,33377
276022;Enghien les Bains;;Gare Ferroviaire de Voyageurs;Ile de France;48,97353;2,30614
287276;Ennevelin;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,54985;3,15837
214528;Entzheim;;Gare Ferroviaire de Voyageurs;Alsace;48,54737;7,63001
485276;Épannes;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,24486;-0,58163
575357;Épanvilliers;;Gare Ferroviaire de Voyageurs;Poitou-Charentes;46,22689;0,23591
171553;Épernay;Place de la gare 51200 Epernay;Gare Ferroviaire de Voyageurs;Champagne-Ardenne;49,04652;3,96024
394114;Épernon;;Gare Ferroviaire de Voyageurs;Centre;48,60509;1,68168
214221;Epfig;;Gare Ferroviaire de Voyageurs;Alsace;48,36356;7,44982
741280;Épierre Saint-Léger;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,45676;6,29253
144006;Épinal;place du général De Gaulle 88000 EPINAL;Gare Ferroviaire de Voyageurs;Lorraine;48,17758;6,44141
545228;Épinay sur Orge;;Gare Ferroviaire de Voyageurs;Ile de France;48,66934;2,33224
271148;Épinay sur Seine;;Gare Ferroviaire de Voyageurs;Ile de France;48,95408;2,30237
271122;Épinay-Villetaneuse;;Gare Ferroviaire de Voyageurs;Ile de France;48,95849;2,32797
276147;Épluches;;Gare Ferroviaire de Voyageurs;Ile de France;49,05550;2,12346
386763;Épône-Mézières;;Gare Ferroviaire de Voyageurs;Ile de France;48,96329;1,80928
413732;Épouville;;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,56679;0,22425
381418;Éragny-Neuville;;Gare Ferroviaire de Voyageurs;Ile de France;49,01825;2,09097
276055;Ermont-Eaubonne;;Gare Ferroviaire de Voyageurs;Ile de France;48,98054;2,27276
276584;Ermont-Halte;;Gare Ferroviaire de Voyageurs;Ile de France;48,99105;2,26314
784843;Err;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,44626;2,02761
214148;Erstein;;Gare Ferroviaire de Voyageurs;Alsace;48,42286;7,63810
116327;Esbly;;Gare Ferroviaire de Voyageurs;Ile de France;48,90314;2,81060
611707;Escalquens;Place de la gare 31750 Escalquens;Gare Ferroviaire de Voyageurs;Midi-Pyrénées;43,51682;1,54238
345496;Escaudoeuvres;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,19254;3,27636
272096;Esches;;Gare Ferroviaire de Voyageurs;Picardie;49,21251;2,17081
615211;Espéraza;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,93582;2,21803
281113;Esquelbecq;;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,89039;2,41202
681601;Essonnes-Robinson;;Gare Ferroviaire de Voyageurs;Ile de France;48,60618;2,46368
784827;Estavar;;Gare Ferroviaire de Voyageurs;Languedoc-Roussillon;42,46301;2,02327
313387;Estrées Saint-Denis;;Gare Ferroviaire de Voyageurs;Picardie;49,43787;2,64266
722579;Estressin;;Gare Ferroviaire de Voyageurs;Rhône-Alpes;45,54033;4,86797
571422;Esvres;;Gare Ferroviaire de Voyageurs;Centre;47,28412;0,78157
175794;Étain;;Gare Ferroviaire de Voyageurs;Lorraine;49,20771;5,63949
413328;Étainhus Saint-Romain;;Gare Ferroviaire de Voyageurs;Haute-Normandie;49,56080;0,33055
718536;Étalans;;Gare Ferroviaire de Voyageurs;Franche-Comté;47,15585;6,27097
545137;Étampes;Place du Général Leclerc 91150 Etampes;Gare Ferroviaire de Voyageurs;Ile de France;48,43686;2,15900
694141;Étang;;Gare Ferroviaire de Voyageurs;Bourgogne;46,86802;4,18363
317065;Étaples-Le Touquet;Place de la gare 62630 Etaples-le-Touquet;Gare Ferroviaire de Voyageurs;Nord Pas de Calais;50,51692;1,64352
